0x125
0x12a
0x229
0x231
0x24a
0x252
0x25b
0x2af
0x2b1
0x4b5
0x55a
0x56d
0x581
0x588
0x5a2
0x5e4
0x5ec
0x5f6
0x623
0x62c
0x660
0x666
0x676
0x697
0x6a1
0x6cb
0x6d7
0x6e1
0x6e7
0x6ff
0x70b
0x712
0x74c
0x763
0x767
0x79c
0x7a2
0x7ac
0x7c1
0x7cf
0x7e6
0x800
0x827
0x836
0x83e
0x88c
0x8ad
0x8c4
0x8d8
0x8ec
0x8f1
0x8fe
0x90b
0x914
0x921
0x929
0x934
0x941
0x969
0x985
0x98b
0x99a
0x9a7
0x9b0
0x9b7
0x9bf
0x9ec
0x9f5
0xa20
0xa29
0xa2f
0xa41
0xa4c
0xa62
0xa75
0xa80
0xa8d
0xa9c
0xaaa
0xab7
0xac0
0xaca
0xad2
0xae1
0xb0c
0xb1e
0xb31
0xb44
0xb53
0xb72
0xb7b
0xb81
0xb99
0xbb1
0xbb8
0xbce
0xbdb
0xbe0
0xc35
0xc48
0xc5c
0xc73
0xc85
0xc8d
0xc94
0xcb1
0xcc0
0xccf
0xcde
0xd2c
0xe38
0xe50
0x1070
0x1080
0x10ce
0x11d5
0x120a
0x1213
0x1215
0x1220
