0xde8	6	0x113	1
0xde8	6	0x192	1
0xde8	6	0x376	1
0xde8	6	0x426	1
0xde8	6	0x45f	1
0xde8	6	0x518	1
0xe68	3	0xee3	1
0xe68	3	0xf83	1
0xe68	3	0x1016	1
0x116a	3	0x11d	1
0x116a	3	0x4ae	1
0x116a	3	0xd25	1
